"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Hideo Hamamura","0","M","Japan","00:05:16","2:18:22","1","1","1",8302,"Hideo","Hamamura"
"Eino Pulkkinen","0","M","Finland","00:05:18","2:19:23","2","2","2",8363,"Eino","Pulkkinen"
"Nicholas Costes","0","M","Massachusetts","00:05:20","2:19:57","3","3","3",8397,"Nicholas","Costes"
"Paavo E Kotila","0","M","Finland","00:05:20","2:20:16","4","4","4",8416,"Paavo E Kotila",""
"Reinaldo Berto Gorno","0","M","Argentina","00:05:21","2:20:28","5","5","5",8428,"Reinaldo Berto Gorno",""
"Gustaf Jansson","0","M","Sweden","00:05:24","2:21:40","6","6","6",8500,"Gustaf","Jansson"
"Yoshitaka Uchikawa","0","M","Japan","00:05:26","2:22:40","7","7","7",8560,"Yoshitaka","Uchikawa"
"Tadaaki Tanabe","0","M","Japan","00:05:34","2:26:08","8","8","8",8768,"Tadaaki","Tanabe"
"Ezequiel Busamante","0","M","Argentina","00:05:38","2:27:51","9","9","9",8871,"Ezequiel","Busamante"
"Rodolfo Mendez Jr","0","M","New York","00:05:39","2:28:30","10","10","10",8910,"Rodolfo Mendez Jr",""
"Ted Corbitt","0","M","New York","00:05:48","2:32:27","11","11","11",9147,"Ted","Corbitt"
"J DiComandrea","0","M","Massachusetts","00:05:59","2:37:08","12","12","12",9428,"J","DiComandrea"
"Aldo Scandurra","0","M","New York","00:06:00","2:37:30","13","13","13",9450,"Aldo","Scandurra"
"Louis Tornes","0","M","New York","00:06:01","2:38:00","14","14","14",9480,"Louis","Tornes"
"Norman Tamanaha","0","M","Hawaii","00:06:02","2:38:30","15","15","15",9510,"Norman","Tamanaha"
"N Ciruinick","0","M","New York","00:06:03","2:39:03","16","16","16",9543,"N","Ciruinick"
"Rene P Doiron","0","M","Massachusetts","00:06:07","2:40:23","17","17","17",9623,"Rene P Doiron",""
"R Ellberg","0","M","Pennsylvania","00:06:09","2:41:39","18","18","18",9699,"R","Ellberg"
"G Hillier","0","M","Canada","00:06:10","2:41:50","19","19","19",9710,"G","Hillier"
"W Welse","0","M","New York","00:06:10","2:42:06","20","20","20",9726,"W","Welse"
"Alfred Confalone","0","M","Massachusetts","00:06:11","2:42:23","21","21","21",9743,"Alfred","Confalone"
"G Waterhouse","0","M","Massachusetts","00:06:13","2:43:03","22","22","22",9783,"G","Waterhouse"
"G Cote","0","M","Canada","00:06:17","2:44:59","23","23","23",9899,"G","Cote"
"J Kelley","0","M","Massachusetts","00:06:18","2:45:22","24","24","24",9922,"J","Kelley"
"A Neidnig","0","M","New Jersey","00:06:19","2:45:59","25","25","25",9959,"A","Neidnig"
"A Medeiros","0","M","Massachusetts","00:06:20","2:46:17","26","26","26",9977,"A","Medeiros"
"Ralph A Murray","0","M","Massachusetts","00:06:22","2:46:58","27","27","27",10018,"Ralph A Murray",""
"James Daley Jr","0","M","Massachusetts","00:06:23","2:47:46","28","28","28",10066,"James Daley Jr",""
"G Gallant","0","M","Canada","00:06:26","2:48:50","29","29","29",10130,"G","Gallant"
"George T Youis","0","M","Massachusetts","00:06:32","2:51:21","30","30","30",10281,"George T Youis",""
"A Silva","0","M","New York","00:06:32","2:51:31","31","31","31",10291,"A","Silva"
"K Takaoka","0","M","Canada","00:06:33","2:52:08","32","32","32",10328,"K","Takaoka"
"M J O'Hara","0","M","New York","00:06:34","2:52:27","33","33","33",10347,"M J O'Hara",""
"Arnold Briggs","0","M","New York","00:06:37","2:53:53","34","34","34",10433,"Arnold","Briggs"
"J Cunningham","0","M","Pennsylvania","00:06:38","2:54:12","35","35","35",10452,"J","Cunningham"
