"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Keizo Yamada","0","M","Japan","00:05:17","2:18:51","1","1","1",8331,"Keizo","Yamada"
"Veikko Karvonen","0","M","Finland","00:05:18","2:19:19","2","2","2",8359,"Veikko","Karvonen"
"Karl Gosta Leandersson","0","M","Sweden","00:05:19","2:19:36","3","3","3",8376,"Karl Gosta Leandersson",""
"Katsua Nishida","0","M","Japan","00:05:23","2:21:35","4","4","4",8495,"Katsua","Nishida"
"John J Kelley","0","M","Connecticut","00:05:39","2:28:19","5","5","5",8899,"John J Kelley",""
"Hideo Hamamura","0","M","Japan","00:05:48","2:32:30","6","6","6",9150,"Hideo","Hamamura"
"John A Kelley","0","M","Massachusetts","00:05:49","2:32:46","7","7","7",9166,"John A Kelley",""
"Kurau Hiroshima","0","M","Japan","00:05:51","2:33:33","8","8","8",9213,"Kurau","Hiroshima"
"John Lafferty","0","M","Massachusetts","00:06:01","2:38:04","9","9","9",9484,"John","Lafferty"
"Norman Tamamaha","0","M","Hawaii","00:06:03","2:38:38","10","10","10",9518,"Norman","Tamamaha"
"Andrew Neidnig","0","M","New York","00:06:03","2:38:55","11","11","11",9535,"Andrew","Neidnig"
"George Mona","0","M","Massachusetts","00:06:05","2:39:45","12","12","12",9585,"George","Mona"
"Anthony Diamond","0","M","","00:06:10","2:41:50","13","13","13",9710,"Anthony","Diamond"
"John Cunningham","0","M","Pennsylvania","00:06:10","2:41:57","14","14","14",9717,"John","Cunningham"
"Austin Scott","0","M","New York","00:06:12","2:42:35","15","15","15",9755,"Austin","Scott"
"Gerard Cote","0","M","Canada","00:06:12","2:42:40","16","16","16",9760,"Gerard","Cote"
"Charles Robbins","0","M","","00:06:15","2:43:56","17","17","17",9836,"Charles","Robbins"
"Arnold Briggs","0","M","New York","00:06:17","2:44:47","18","18","18",9887,"Arnold","Briggs"
"William Hackulich","0","M","Pennsylvania","00:06:22","2:47:07","19","19","19",10027,"William","Hackulich"
"John Sterner","0","M","","00:06:23","2:47:48","20","20","20",10068,"John","Sterner"
"John St Clair Jr","0","M","Pennsylvania","00:06:24","2:47:59","21","21","21",10079,"John St Clair Jr",""
"Kiyoshi Shinozaki","0","M","Japan","00:06:25","2:48:31","22","22","22",10111,"Kiyoshi","Shinozaki"
"Tony Medeiros","0","M","Massachusetts","00:06:25","2:48:35","23","23","23",10115,"Tony","Medeiros"
"Aldo Scandurra","0","M","New York","00:06:26","2:48:42","24","24","24",10122,"Aldo","Scandurra"
"Tom Ryan","0","M","Iowa","00:06:27","2:49:15","25","25","25",10155,"Tom","Ryan"
"Barry Quinlan","0","M","Massachusetts","00:06:28","2:49:34","26","26","26",10174,"Barry","Quinlan"
"Barry Lush","0","M","Canada","00:06:31","2:50:53","27","27","27",10253,"Barry","Lush"
"Mike O'Hara","0","M","","00:06:32","2:51:31","28","28","28",10291,"Mike","O'Hara"
"John Gray Jr","0","M","Massachusetts","00:06:34","2:52:18","29","29","29",10338,"John Gray Jr",""
"John DiCommandrea","0","M","Michigan","00:06:36","2:53:20","30","30","30",10400,"John","DiCommandrea"
"Milton Pataky","0","M","","00:06:39","2:54:44","31","31","31",10484,"Milton","Pataky"
"Douglas Mann","0","M","Massachusetts","00:06:40","2:55:02","32","32","32",10502,"Douglas","Mann"
"Dick Atkinson","0","M","Massachusetts","00:06:41","2:55:21","33","33","33",10521,"Dick","Atkinson"
"Walter Berger","0","M","New York","00:06:43","2:56:07","34","34","34",10567,"Walter","Berger"
"Art Annis","0","M","Massachusetts","00:06:43","2:56:20","35","35","35",10580,"Art","Annis"
