"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Yun Bok Suh","0","M","Korea","00:05:33","2:25:39","1","1","1",8739,"Yun Bok Suh",""
"Mikko Hietanen","0","M","Finland","00:05:42","2:29:39","2","2","2",8979,"Mikko","Hietanen"
"Theodore J Vogel","0","M","Massachusetts","00:05:43","2:30:10","3","3","3",9010,"Theodore J Vogel",""
"Gerard A Cote","0","M","Canada","00:05:48","2:32:11","4","4","4",9131,"Gerard A Cote",""
"Ab Morton","0","M","Canada","00:05:50","2:33:08","5","5","5",9188,"Ab","Morton"
"Athanasios Ragazos","0","M","Greece","00:05:55","2:35:34","6","6","6",9334,"Athanasios","Ragazos"
"Sevki Koru","0","M","Turkey","00:06:01","2:37:50","7","7","7",9470,"Sevki","Koru"
"E David Mazzeo","0","M","Maine","00:06:01","2:38:03","8","8","8",9483,"E David Mazzeo",""
"Viano Muinonen","0","M","Finland","00:06:03","2:38:59","9","9","9",9539,"Viano","Muinonen"
"Stylianos Kyriakides","0","M","Greece","00:06:04","2:39:13","10","10","10",9553,"Stylianos","Kyriakides"
"Lloyd Evans","0","M","Canada","00:06:05","2:39:41","11","11","11",9581,"Lloyd","Evans"
"Seung Yong Nam","0","M","Korea","00:06:06","2:40:10","12","12","12",9610,"Seung Yong Nam",""
"John Kelley","0","M","Massachusetts","00:06:08","2:40:55","13","13","13",9655,"John","Kelley"
"Ollie Manninen","0","M","Massachusetts","00:06:13","2:43:26","14","14","14",9806,"Ollie","Manninen"
"Charlie Robbins","0","M","Massachusetts","00:06:14","2:43:33","15","15","15",9813,"Charlie","Robbins"
"Don Heinicke","0","M","Maryland","00:06:16","2:44:41","16","16","16",9881,"Don","Heinicke"
"Johnny Semple","0","M","Massachusetts","00:06:17","2:45:09","17","17","17",9909,"Johnny","Semple"
"Robert Rankine","0","M","Canada","00:06:18","2:45:29","18","18","18",9929,"Robert","Rankine"
"Anthony Medeiros","0","M","Massachusetts","00:06:18","2:45:34","19","19","19",9934,"Anthony","Medeiros"
"Bill Steiner","0","M","New York","00:06:21","2:46:35","20","20","20",9995,"Bill","Steiner"
"Warren Dupree","0","M","Massachusetts","00:06:24","2:48:01","21","21","21",10081,"Warren","Dupree"
"George Waterhouse","0","M","Massachusetts","00:06:28","2:49:59","22","22","22",10199,"George","Waterhouse"
"Louis Young","0","M","Massachusetts","00:06:29","2:50:16","23","23","23",10216,"Louis","Young"
"Robert McCormick","0","M","Pennsylvania","00:06:31","2:51:01","24","24","24",10261,"Robert","McCormick"
"Carmon Phillips","0","M","New York","00:06:32","2:51:19","25","25","25",10279,"Carmon","Phillips"
"William Jones","0","M","New York","00:06:36","2:53:09","26","26","26",10389,"William","Jones"
"Claude Gillis","0","M","Massachusetts","00:06:36","2:53:24","27","27","27",10404,"Claude","Gillis"
"Gorge Daniel","0","M","Massachusetts","00:06:37","2:53:42","28","28","28",10422,"Gorge","Daniel"
"Michael J O'Hara","0","M","New York","00:06:38","2:53:56","29","29","29",10436,"Michael J O'Hara",""
"Bill Memmott","0","M","Canada","00:06:38","2:54:16","30","30","30",10456,"Bill","Memmott"
"Louis Bolg","0","M","New York","00:06:39","2:54:28","31","31","31",10468,"Louis","Bolg"
"Pat Boulton","0","M","Canada","00:06:39","2:54:38","32","32","32",10478,"Pat","Boulton"
"Fred Ward","0","M","New Jersey","00:06:42","2:55:49","33","33","33",10549,"Fred","Ward"
"William Wiklund","0","M","New York","00:06:45","2:57:10","34","34","34",10630,"William","Wiklund"
"Paul Donato","0","M","Massachusetts","00:06:47","2:57:55","35","35","35",10675,"Paul","Donato"
"John Anderson","0","M","","00:06:48","2:58:21","36","36","36",10701,"John","Anderson"
"T Gordon Lennox","0","M","Maryland","00:06:49","2:59:05","37","37","37",10745,"T Gordon Lennox",""
"Harry W Murphy","0","M","New York","00:06:53","3:00:34","38","38","38",10834,"Harry W Murphy",""
"John Kersnason","0","M","New York","00:06:53","3:00:39","39","39","39",10839,"John","Kersnason"
"George Dickson","0","M","New York","00:06:53","3:00:46","40","40","40",10846,"George","Dickson"
"Ovido Barillas","0","M","Guatemala","00:06:58","3:02:48","41","41","41",10968,"Ovido","Barillas"
