"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"John J Kelley","0","M","","00:05:20","2:20:05","1","1","1",8405,"John J Kelley",""
"Veikko Karvonen","0","M","","00:05:29","2:23:54","2","2","2",8634,"Veikko","Karvonen"
"Chiang W Lim","0","M","","00:05:31","2:24:59","3","3","3",8699,"Chiang W Lim",""
"Olavi Manninen","0","M","","00:05:32","2:25:19","4","4","4",8719,"Olavi","Manninen"
"Soong C Han","0","M","","00:05:39","2:28:14","5","5","5",8894,"Soong C Han",""
"Keizo Yamada","0","M","","00:05:50","2:33:22","6","6","6",9202,"Keizo","Yamada"
"Gordon Dickson","0","M","","00:05:59","2:37:04","7","7","7",9424,"Gordon","Dickson"
"Nobuyoshi Sadanaga","0","M","","00:06:02","2:38:13","8","8","8",9493,"Nobuyoshi","Sadanaga"
"Rodolfo Mendez Jr","0","M","","00:06:05","2:39:45","9","9","9",9585,"Rodolfo Mendez Jr",""
"Alfred Confalone","0","M","","00:06:24","2:47:51","10","10","10",10071,"Alfred","Confalone"
"Theodore Corbitt","0","M","","00:06:27","2:49:14","11","11","11",10154,"Theodore","Corbitt"
"Aldo M Scandurra","0","M","","00:06:32","2:51:35","12","12","12",10295,"Aldo M Scandurra",""
"John A Kelley","0","M","","00:06:33","2:52:08","13","13","13",10328,"John A Kelley",""
"Luis H Torres","0","M","","00:06:40","2:54:58","14","14","14",10498,"Luis H Torres",""
"Ted Suito","0","M","","00:06:42","2:55:45","15","15","15",10545,"Ted","Suito"
"John Conway","0","M","","00:06:43","2:56:15","16","16","16",10575,"John","Conway"
"Don Fay","0","M","","00:06:45","2:57:13","17","17","17",10633,"Don","Fay"
"L Christholm","0","M","","00:06:48","2:58:38","18","18","18",10718,"L","Christholm"
"Michael J O'Hara","0","M","","00:06:55","3:01:42","19","19","19",10902,"Michael J O'Hara",""
"H Turcio","0","M","","00:06:57","3:02:21","20","20","20",10941,"H","Turcio"
"Royce Sawyer","0","M","","00:07:00","3:03:38","21","21","21",11018,"Royce","Sawyer"
"Pedro Peralta","0","M","","00:07:01","3:04:09","22","22","22",11049,"Pedro","Peralta"
"Vincent Kern","0","M","","00:07:05","3:05:49","23","23","23",11149,"Vincent","Kern"
"L Tauber","0","M","","00:07:06","3:06:28","24","24","24",11188,"L","Tauber"
"James Borden","0","M","","00:07:14","3:09:42","25","25","25",11382,"James","Borden"
"","0","U","","00:00:00","0:00:00","26","1","1",0,"",""
