"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Carl W A Linder","0","M","","00:05:41","2:29:13","1","1","1",8953,"Carl W A Linder",""
"William Wick","0","M","","00:05:43","2:30:15","2","2","2",9015,"William","Wick"
"Otto J Laakso","0","M","","00:05:46","2:31:31","3","3","3",9091,"Otto J Laakso",""
"Frank Gillespie","0","M","","00:05:58","2:36:44","4","4","4",9404,"Frank","Gillespie"
"Michael J Lynch","0","M","","00:05:59","2:36:58","5","5","5",9418,"Michael J Lynch",""
"Aaron Morris","0","M","","00:06:00","2:37:31","6","6","6",9451,"Aaron","Morris"
"Peter Trivoulidas","0","M","","00:06:01","2:38:10","7","7","7",9490,"Peter","Trivoulidas"
"Runar Ohman","0","M","","00:06:09","2:41:38","8","8","8",9698,"Runar","Ohman"
"Anastas K Sturgis","0","M","","00:06:31","2:51:15","9","9","9",10275,"Anastas K Sturgis",""
"Henry Kanto","0","M","","00:06:33","2:51:53","10","10","10",10313,"Henry","Kanto"
"John Rosi","0","M","","00:06:33","2:52:04","11","11","11",10324,"John","Rosi"
"Gragg Richards","0","M","","00:06:40","2:55:08","12","12","12",10508,"Gragg","Richards"
"Harry C Spies","0","M","","00:06:47","2:58:08","13","13","13",10688,"Harry C Spies",""
"Harry A Parker","0","M","","00:06:49","2:58:47","14","14","14",10727,"Harry A Parker",""
"Eddie Sandberg","0","M","","00:06:50","2:59:17","15","15","15",10757,"Eddie","Sandberg"
"James J Brooks","0","M","","00:06:51","3:00:02","16","16","16",10802,"James J Brooks",""
"Martin Silver","0","M","","00:07:09","3:07:32","17","17","17",11252,"Martin","Silver"
"Harry Parkinson","0","M","","00:07:10","3:08:17","18","18","18",11297,"Harry","Parkinson"
