"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Dave Komonen","0","M","Canada","00:05:49","2:32:53","1","1","1",9173,"Dave","Komonen"
"John A Kelley","0","M","Massachusetts","00:05:58","2:36:50","2","2","2",9410,"John A Kelley",""
"William Steiner","0","M","New York","00:06:07","2:40:29","3","3","3",9629,"William","Steiner"
"Alex Burnside","0","M","Canada","00:06:16","2:44:32","4","4","4",9872,"Alex","Burnside"
"Karl Koski","0","M","New York","00:06:17","2:44:52","5","5","5",9892,"Karl","Koski"
"Gordon A Norman","0","M","Massachusetts","00:06:17","2:45:00","6","6","6",9900,"Gordon A Norman",""
"William F McMahon","0","M","Massachusetts","00:06:18","2:45:19","7","7","7",9919,"William F McMahon",""
"Percy Wyer","0","M","Canada","00:06:20","2:46:06","8","8","8",9966,"Percy","Wyer"
"David Fagerlund","0","M","New York","00:06:24","2:48:08","9","9","9",10088,"David","Fagerlund"
"William P Molloy","0","M","Massachusetts","00:06:26","2:48:56","10","10","10",10136,"William P Molloy",""
"Mel Porter","0","M","New York","00:06:28","2:49:56","11","11","11",10196,"Mel","Porter"
"John Semple","0","M","Massachusetts","00:06:31","2:51:04","12","12","12",10264,"John","Semple"
"Paul DeBruyn","0","M","New York","00:06:35","2:52:44","13","13","13",10364,"Paul","DeBruyn"
"Gus Johnson","0","M","Kansas","00:06:41","2:55:39","14","14","14",10539,"Gus","Johnson"
"Charles Welce","0","M","Massachusetts","00:06:44","2:56:33","15","15","15",10593,"Charles","Welce"
"Clarence DeMar","0","M","New Hampshire","00:06:44","2:56:52","16","16","16",10612,"Clarence","DeMar"
"B Kennedy","0","M","New York","00:06:51","2:59:58","17","17","17",10798,"B","Kennedy"
"H Sherman","0","M","Rhode Island","00:06:58","3:02:50","18","18","18",10970,"H","Sherman"
"Paul Cassano","0","M","Massachusetts","00:06:59","3:03:27","19","19","19",11007,"Paul","Cassano"
"A Jaaskela","0","M","Canada","00:07:00","3:03:47","20","20","20",11027,"A","Jaaskela"
"Jean Bertheloc","0","M","New York","00:07:01","3:04:22","21","21","21",11062,"Jean","Bertheloc"
"Rohny Mayne","0","M","Canada","00:07:02","3:04:33","22","22","22",11073,"Rohny","Mayne"
"Charles Brederson","0","M","Rhode Island","00:07:03","3:05:00","23","23","23",11100,"Charles","Brederson"
"George Rolland","0","M","New York","00:07:06","3:06:27","24","24","24",11187,"George","Rolland"
"William Ruckel","0","M","New York","00:07:07","3:06:40","25","25","25",11200,"William","Ruckel"
"Edward Wesolowski","0","M","New York","00:07:07","3:06:45","26","26","26",11205,"Edward","Wesolowski"
"Joseph W Plouffe","0","M","Rhode Island","00:07:09","3:07:33","27","27","27",11253,"Joseph W Plouffe",""
"James T Wood","0","M","Massachusetts","00:07:09","3:07:42","28","28","28",11262,"James T Wood",""
"John A Roughan","0","M","Rhode Island","00:07:09","3:07:47","29","29","29",11267,"John A Roughan",""
"Daniel Hoffman","0","M","New York","00:07:10","3:08:07","30","30","30",11287,"Daniel","Hoffman"
"James E Lewis","0","M","Massachusetts","00:07:13","3:09:21","31","31","31",11361,"James E Lewis",""
"Ellison Carcerano","0","M","Massachusetts","00:07:22","3:13:15","32","32","32",11595,"Ellison","Carcerano"
"Walter Young","0","M","Canada","00:07:25","3:14:36","33","33","33",11676,"Walter","Young"
