"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"John C Miles","0","M","Canada","00:05:50","2:33:08","1","1","1",9188,"John C Miles",""
"Karl Koski","0","M","New York","00:05:55","2:35:26","2","2","2",9326,"Karl","Koski"
"Willie Kyronen","0","M","New York","00:05:56","2:35:44","3","3","3",9344,"Willie","Kyronen"
"Albert R Michelson","0","M","New York","00:06:00","2:37:22","4","4","4",9442,"Albert R Michelson",""
"Jack Lamb","0","M","Massachusetts","00:06:04","2:39:25","5","5","5",9565,"Jack","Lamb"
"William Taylor","0","M","Canada","00:06:06","2:40:05","6","6","6",9605,"William","Taylor"
"Gabriel Ruotsalainen","0","M","Canada","00:06:08","2:41:06","7","7","7",9666,"Gabriel","Ruotsalainen"
"Ronald OOToole","0","M","Canada","00:06:13","2:43:07","8","8","8",9787,"Ronald","OOToole"
"Clarence H DeMar","0","M","Massachusetts","00:06:14","2:43:47","9","9","9",9827,"Clarence H DeMar",""
"Hugo Kauppinen","0","M","New York","00:06:15","2:44:13","10","10","10",9853,"Hugo","Kauppinen"
"Fred Ward Jr","0","M","New York","00:06:15","2:44:13","10","10","10",9853,"Fred Ward Jr",""
"Francis T O'Donnell","0","M","Pennsylvania","00:06:19","2:45:39","12","12","12",9939,"Francis T O'Donnell",""
"Max Lamp","0","M","New York","00:06:20","2:46:21","13","13","13",9981,"Max","Lamp"
"Leo Giard","0","M","Massachusetts","00:06:22","2:47:06","14","14","14",10026,"Leo","Giard"
"Carl W A Linder","0","M","Massachusetts","00:06:27","2:49:11","15","15","15",10151,"Carl W A Linder",""
"Arthur L Gavrin","0","M","New York","00:06:28","2:49:59","16","16","16",10199,"Arthur L Gavrin",""
"John E Holmy","0","M","Massachusetts","00:06:29","2:50:12","17","17","17",10212,"John E Holmy",""
"Theodore Gaul","0","M","Massachusetts","00:06:30","2:50:28","18","18","18",10228,"Theodore","Gaul"
"Benny Bern","0","M","Massachusetts","00:06:31","2:50:56","19","19","19",10256,"Benny","Bern"
"Leonard G Yeuell","0","M","Massachusetts","00:06:33","2:51:45","20","20","20",10305,"Leonard G Yeuell",""
"William C Zepp","0","M","Massachusetts","00:06:33","2:51:47","21","21","21",10307,"William C Zepp",""
"Bill Kennedy","0","M","New York","00:06:35","2:52:51","22","22","22",10371,"Bill","Kennedy"
"Arthur Havey","0","M","Massachusetts","00:06:39","2:54:46","23","23","23",10486,"Arthur","Havey"
"Alfred Rodgers","0","M","Canada","00:06:41","2:55:17","24","24","24",10517,"Alfred","Rodgers"
"J Foxcroft Cerleton","0","M","Massachusetts","00:06:42","2:56:04","25","25","25",10564,"J Foxcroft Cerleton",""
"Thomas Bury","0","M","Massachusetts","00:06:43","2:56:32","26","26","26",10592,"Thomas","Bury"
"Lawrence S Reed","0","M","Massachusetts","00:06:46","2:57:45","27","27","27",10665,"Lawrence S Reed",""
"Charles E Cahill","0","M","Massachusetts","00:06:47","2:58:14","28","28","28",10694,"Charles E Cahill",""
"John D Semple","0","M","Massachusetts","00:06:49","2:58:54","29","29","29",10734,"John D Semple",""
"Joseph M Harvey","0","M","Pennsylvania","00:06:51","2:59:59","30","30","30",10799,"Joseph M Harvey",""
"Gordon Norman","0","M","Massachusetts","00:06:52","3:00:06","31","31","31",10806,"Gordon","Norman"
"Johnnie McLeod","0","M","Canada","00:06:53","3:00:44","32","32","32",10844,"Johnnie","McLeod"
"Paul T Semple","0","M","Massachusetts","00:06:57","3:02:37","33","33","33",10957,"Paul T Semple",""
"Harry Comerford","0","M","Massachusetts","00:07:00","3:03:48","34","34","34",11028,"Harry","Comerford"
"Horatio Stanton","0","M","Rhode Island","00:07:01","3:04:23","35","35","35",11063,"Horatio","Stanton"
"Alfred Frayling","0","M","Massachusetts","00:07:03","3:04:57","36","36","36",11097,"Alfred","Frayling"
"Russell Jekel","0","M","New York","00:07:13","3:09:34","37","37","37",11374,"Russell","Jekel"
"Gasta Nyman","0","M","New York","00:07:22","3:13:16","38","38","38",11596,"Gasta","Nyman"
"Dannie McDonald","0","M","Canada","00:07:22","3:13:29","39","39","39",11609,"Dannie","McDonald"
"Orville T Wood","0","M","Vermont","00:07:24","3:14:19","40","40","40",11659,"Orville T Wood",""
"James B Hall","0","M","Massachusetts","00:07:25","3:14:31","41","41","41",11671,"James B Hall",""
