"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Clarence H DeMar","0","M","Massachusetts","00:05:16","2:18:10","1","1","1",8290,"Clarence H DeMar",""
"Willie Ritola","0","M","New York","00:05:24","2:21:44","2","2","2",8504,"Willie","Ritola"
"Albert Smoke","0","M","Canada","00:05:26","2:22:49","3","3","3",8569,"Albert","Smoke"
"Victor McAuley","0","M","Canada","00:05:29","2:24:02","4","4","4",8642,"Victor","McAuley"
"Willie Kyronen","0","M","New York","00:05:31","2:24:42","5","5","5",8682,"Willie","Kyronen"
"Otto J Laakso","0","M","New York","00:05:31","2:24:45","6","6","6",8685,"Otto J Laakso",""
"Carl W A Linder","0","M","Massachusetts","00:05:32","2:25:29","7","7","7",8729,"Carl W A Linder",""
"Frank T Zuna","0","M","New York","00:05:35","2:26:26","8","8","8",8786,"Frank T Zuna",""
"Harvey Frick","0","M","New York","00:05:39","2:28:16","9","9","9",8896,"Harvey","Frick"
"Edouard Fabre","0","M","Canada","00:05:40","2:29:00","10","10","10",8940,"Edouard","Fabre"
"Clifton Mitchell","0","M","New York","00:05:44","2:30:24","11","11","11",9024,"Clifton","Mitchell"
"John Tuomikoski","0","M","Massachusetts","00:05:48","2:32:06","12","12","12",9126,"John","Tuomikoski"
"W J Kennedy","0","M","New York","00:05:49","2:32:50","13","13","13",9170,"W J Kennedy",""
"Charles Morton","0","M","Michigan","00:06:02","2:38:23","14","14","14",9503,"Charles","Morton"
"Anastas K Sturgis","0","M","Massachusetts","00:06:07","2:40:29","15","15","15",9629,"Anastas K Sturgis",""
"Sidney H Hatch","0","M","Illinois","00:06:14","2:43:42","16","16","16",9822,"Sidney H Hatch",""
"W W Anderson","0","M","Massachusetts","00:06:18","2:45:12","17","17","17",9912,"W W Anderson",""
"Manuel Conceison","0","M","Massachusetts","00:06:20","2:46:04","18","18","18",9964,"Manuel","Conceison"
"Emilio Molinaris","0","M","","00:06:20","2:46:28","19","19","19",9988,"Emilio","Molinaris"
"Arthur Dewhurst","0","M","Massachusetts","00:06:26","2:49:03","20","20","20",10143,"Arthur","Dewhurst"
"Charles W Rapp","0","M","New York","00:06:28","2:49:57","21","21","21",10197,"Charles W Rapp",""
"Eddie Lyons","0","M","Massachusetts","00:06:30","2:50:45","22","22","22",10245,"Eddie","Lyons"
"Samuel Sullivan","0","M","New Hampshire","00:06:33","2:51:55","23","23","23",10315,"Samuel","Sullivan"
"Jerry Dacey","0","M","Massachusetts","00:06:39","2:54:24","24","24","24",10464,"Jerry","Dacey"
"Frank Martins","0","M","New York","00:06:44","2:56:41","25","25","25",10601,"Frank","Martins"
"George F McAlpine","0","M","Massachusetts","00:06:49","2:59:10","26","26","26",10750,"George F McAlpine",""
"George Costarakis","0","M","Massachusetts","00:06:53","3:00:32","27","27","27",10832,"George","Costarakis"
"Harry C Spies","0","M","New York","00:06:53","3:00:40","28","28","28",10840,"Harry C Spies",""
"Harry B Moreau","0","M","New Hampshire","00:06:56","3:02:08","29","29","29",10928,"Harry B Moreau",""
"Martin Silver","0","M","Massachusetts","00:07:07","3:06:49","30","30","30",11209,"Martin","Silver"
"James J White","0","M","Massachusetts","00:07:11","3:08:36","31","31","31",11316,"James J White",""
"Bernard Parfumorse","0","M","Massachusetts","00:07:13","3:09:16","32","32","32",11356,"Bernard","Parfumorse"
"Harold Goslin","0","M","Massachusetts","00:07:13","3:09:26","33","33","33",11366,"Harold","Goslin"
"Henry Kanto","0","M","New Hampshire","00:07:14","3:09:50","34","34","34",11390,"Henry","Kanto"
"Claude H Eldredge","0","M","Massachusetts","00:07:16","3:10:34","35","35","35",11434,"Claude H Eldredge",""
"Joseph Clement","0","M","Massachusetts","00:07:24","3:14:23","36","36","36",11663,"Joseph","Clement"
"Pepino Portfolio","0","M","Massachusetts","00:07:26","3:15:08","37","37","37",11708,"Pepino","Portfolio"
