"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Clarence H DeMar","0","M","Massachusetts","00:05:29","2:23:47","1","1","1",8627,"Clarence H DeMar",""
"Frank T Zuna","0","M","New York","00:05:32","2:25:30","2","2","2",8730,"Frank T Zuna",""
"Wallie R Carlson","0","M","Illinois","00:05:36","2:27:10","3","3","3",8830,"Wallie R Carlson",""
"Albert R Michelson","0","M","Connecticut","00:05:39","2:28:27","4","4","4",8907,"Albert R Michelson",""
"Gunnar Nilson","0","M","New York","00:05:42","2:29:40","5","5","5",8980,"Gunnar","Nilson"
"Nestor Erickson","0","M","New York","00:05:42","2:29:46","6","6","6",8986,"Nestor","Erickson"
"Carl W A Linder","0","M","Massachusetts","00:05:43","2:30:03","7","7","7",9003,"Carl W A Linder",""
"William J (Bill) Kennedy","0","M","New York","00:05:51","2:33:47","8","8","8",9227,"William J (Bill) Kennedy",""
"Joseph Conto","0","M","New York","00:06:02","2:38:20","9","9","9",9500,"Joseph","Conto"
"Arthur L Flanders","0","M","Massachusetts","00:06:07","2:40:41","10","10","10",9641,"Arthur L Flanders",""
"Edouard Fabre","0","M","Canada","00:06:08","2:41:09","11","11","11",9669,"Edouard","Fabre"
"Speros N Mirageas","0","M","Greece","00:06:15","2:44:01","12","12","12",9841,"Speros N Mirageas",""
"M J Lynch","0","M","District of Columbia","00:06:18","2:45:19","13","13","13",9919,"M J Lynch",""
"Peppino Portfolio","0","M","Massachusetts","00:06:21","2:46:47","14","14","14",10007,"Peppino","Portfolio"
"Henry Kanto","0","M","New Hampshire","00:06:22","2:47:15","15","15","15",10035,"Henry","Kanto"
"John Roal","0","M","Connecticut","00:06:23","2:47:45","16","16","16",10065,"John","Roal"
"Eddie Lyons","0","M","Massachusetts","00:06:26","2:49:04","17","17","17",10144,"Eddie","Lyons"
"Clovis Bourdelais","0","M","Massachusetts","00:06:27","2:49:27","18","18","18",10167,"Clovis","Bourdelais"
"J Foxcroft Carieton","0","M","Massachusetts","00:06:28","2:49:35","19","19","19",10175,"J Foxcroft Carieton",""
"Anastas Sturgis","0","M","Massachusetts","00:06:29","2:50:06","20","20","20",10206,"Anastas","Sturgis"
"John McIver","0","M","Massachusetts","00:06:32","2:51:21","21","21","21",10281,"John","McIver"
"James Cleary","0","M","Massachusetts","00:06:45","2:57:00","22","22","22",10620,"James","Cleary"
"Frank Martin","0","M","New York","00:06:54","3:01:21","23","23","23",10881,"Frank","Martin"
"Eugene H Fitzpatrick","0","M","Massachusetts","00:06:57","3:02:20","24","24","24",10940,"Eugene H Fitzpatrick",""
"Horatio Stanton Jr","0","M","Rhode Island","00:06:58","3:03:06","25","25","25",10986,"Horatio Stanton Jr",""
"Edward R Seaman","0","M","Massachusetts","00:06:59","3:03:20","26","26","26",11000,"Edward R Seaman",""
"E K McAlpine","0","M","Massachusetts","00:07:06","3:06:13","27","27","27",11173,"E K McAlpine",""
"Stanley Davee","0","M","Massachusetts","00:07:07","3:06:45","28","28","28",11205,"Stanley","Davee"
"Ralph E Mumma","0","M","Ohio","00:07:07","3:07:01","29","29","29",11221,"Ralph E Mumma",""
"Christopher Bolekos","0","M","Greece","00:07:10","3:08:17","30","30","30",11297,"Christopher","Bolekos"
"J J Clements","0","M","Massachusetts","00:07:13","3:09:14","31","31","31",11354,"J J Clements",""
"Vincent J Stronach","0","M","Massachusetts","00:07:22","3:13:11","32","32","32",11591,"Vincent J Stronach",""
"Claude K Eldredge","0","M","Massachusetts","00:07:22","3:13:30","33","33","33",11610,"Claude K Eldredge",""
