"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Thomas P Morrissey","0","M","","00:05:33","2:25:43","1","1","1",8743,"Thomas P Morrissey",""
"John J Hayes","0","M","","00:05:34","2:26:04","2","2","2",8764,"John J Hayes",""
"Robert A Fowler","0","M","","00:05:35","2:26:42","3","3","3",8802,"Robert A Fowler",""
"Michael J Ryan","0","M","","00:05:36","2:27:08","4","4","4",8828,"Michael J Ryan",""
"W Wood","0","M","","00:05:38","2:27:48","5","5","5",8868,"W","Wood"
"James J Lee","0","M","","00:05:39","2:28:34","6","6","6",8914,"James J Lee",""
"Frederick Lorz","0","M","","00:05:48","2:32:20","7","7","7",9140,"Frederick","Lorz"
"Samuel A Mellor Jr","0","M","","00:06:09","2:41:17","8","8","8",9677,"Samuel A Mellor Jr",""
"A Roy Welton","0","M","","00:06:13","2:43:25","9","9","9",9805,"A Roy Welton",""
"John J Goff","0","M","","00:06:15","2:43:54","10","10","10",9834,"John J Goff",""
