"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Paul De Bruyn","0","M","Germany","00:05:51","2:33:36","1","1","1",9216,"Paul De Bruyn",""
"James P Henigan","0","M","Massachusetts","00:05:53","2:34:32","2","2","2",9272,"James P Henigan",""
"Willie Kyronen","0","M","New York","00:05:54","2:34:55","3","3","3",9295,"Willie","Kyronen"
"Albert R Michelson","0","M","New York","00:05:57","2:36:23","4","4","4",9383,"Albert R Michelson",""
"William Steiner","0","M","New York","00:06:03","2:38:46","5","5","5",9526,"William","Steiner"
"Alex Burnside","0","M","Canada","00:06:05","2:39:42","6","6","6",9582,"Alex","Burnside"
"Earle L Collins","0","M","Massachusetts","00:06:08","2:40:59","7","7","7",9659,"Earle L Collins",""
"Leslie S Pawson","0","M","Rhode Island","00:06:09","2:41:36","8","8","8",9696,"Leslie S Pawson",""
"Eddy Cudworth","0","M","Canada","00:06:11","2:42:32","9","9","9",9752,"Eddy","Cudworth"
"John D (Jock) Semple","0","M","Massachusetts","00:06:13","2:43:07","10","10","10",9787,"John D (Jock) Semple",""
"Hugo Kauppinen","0","M","New York","00:06:13","2:43:14","11","11","11",9794,"Hugo","Kauppinen"
"Andre Bruenelle","0","M","Massachusetts","00:06:15","2:44:17","12","12","12",9857,"Andre","Bruenelle"
"Karl Koski","0","M","New York","00:06:16","2:44:20","13","13","13",9860,"Karl","Koski"
"Vic Callard","0","M","Canada","00:06:16","2:44:21","14","14","14",9861,"Vic","Callard"
"Fred Ward","0","M","New York","00:06:17","2:44:58","15","15","15",9898,"Fred","Ward"
"Hang Oldag","0","M","New York","00:06:17","2:44:59","16","16","16",9899,"Hang","Oldag"
"William Wilson","0","M","Pennsylvania","00:06:19","2:45:38","17","17","17",9938,"William","Wilson"
"Clarence Demar","0","M","New Hampshire","00:06:20","2:46:15","18","18","18",9975,"Clarence","Demar"
"William Molloy","0","M","Massachusetts","00:06:22","2:47:07","19","19","19",10027,"William","Molloy"
"Edwin White","0","M","New York","00:06:22","2:47:09","20","20","20",10029,"Edwin","White"
"James Shaw","0","M","Canada","00:06:23","2:47:45","21","21","21",10065,"James","Shaw"
"Bill Kennedy","0","M","New York","00:06:28","2:49:58","22","22","22",10198,"Bill","Kennedy"
"Henry Sherman","0","M","Rhode Island","00:06:30","2:50:37","23","23","23",10237,"Henry","Sherman"
"Bill Spencer","0","M","Canada","00:06:30","2:50:41","24","24","24",10241,"Bill","Spencer"
"Ted Butler","0","M","Canada","00:06:30","2:50:49","25","25","25",10249,"Ted","Butler"
"Anders Anderson","0","M","Canada","00:06:31","2:51:17","26","26","26",10277,"Anders","Anderson"
"John McLeod","0","M","Massachusetts","00:06:32","2:51:31","27","27","27",10291,"John","McLeod"
"William Rucknell","0","M","New York","00:06:33","2:51:46","28","28","28",10306,"William","Rucknell"
"Frank Dengis","0","M","Maryland","00:06:33","2:51:58","29","29","29",10318,"Frank","Dengis"
"Noel Paul","0","M","Canada","00:06:34","2:52:30","30","30","30",10350,"Noel","Paul"
"Paul Mundy","0","M","Pennsylvania","00:06:35","2:52:49","31","31","31",10369,"Paul","Mundy"
"John Foxcroft","0","M","Massachusetts","00:06:43","2:56:07","32","32","32",10567,"John","Foxcroft"
"Joe Pearson","0","M","Canada","00:06:43","2:56:31","33","33","33",10591,"Joe","Pearson"
