"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Clarence H DeMar","0","M","Massachusetts","00:05:42","2:29:40","1","1","1",8980,"Clarence H DeMar",""
"Charles L (Chuck) Mellor","0","M","Illinois","00:05:54","2:35:04","2","2","2",9304,"Charles L (Chuck) Mellor",""
"William J Churchill","0","M","California","00:05:59","2:37:05","3","3","3",9425,"William J Churchill",""
"Frank E Wendling","0","M","New York","00:06:00","2:37:40","4","4","4",9460,"Frank E Wendling",""
"Carl W A Linder","0","M","Massachusetts","00:06:06","2:40:12","5","5","5",9612,"Carl W A Linder",""
"Victor MacAuley","0","M","Canada","00:06:07","2:40:36","6","6","6",9636,"Victor","MacAuley"
"Ralph A Williams","0","M","Massachusetts","00:06:10","2:41:58","7","7","7",9718,"Ralph A Williams",""
"William J (Bill) Kennedy","0","M","New York","00:06:13","2:43:03","8","8","8",9783,"William J (Bill) Kennedy",""
"Louis Tikkanen","0","M","New York","00:06:21","2:46:31","9","9","9",9991,"Louis","Tikkanen"
"Sporos N Merageas","0","M","New York","00:06:30","2:50:49","10","10","10",10249,"Sporos N Merageas",""
"M J Dwyer","0","M","New York","00:06:30","2:50:51","11","11","11",10251,"M J Dwyer",""
"Michael J Lynch","0","M","District of Columbia","00:06:35","2:52:50","12","12","12",10370,"Michael J Lynch",""
"Nestor Erickson","0","M","New York","00:06:36","2:53:18","13","13","13",10398,"Nestor","Erickson"
"Gus O'Neil","0","M","Massachusetts","00:06:41","2:55:22","14","14","14",10522,"Gus","O'Neil"
"John Rosi","0","M","New York","00:06:42","2:56:05","15","15","15",10565,"John","Rosi"
"Gunnar Naslund","0","M","New York","00:06:44","2:56:45","16","16","16",10605,"Gunnar","Naslund"
"Roger F Tingley","0","M","Massachusetts","00:06:47","2:57:54","17","17","17",10674,"Roger F Tingley",""
"George F McAlpine","0","M","Massachusetts","00:06:50","2:59:27","18","18","18",10767,"George F McAlpine",""
"Hugo Kauppinen","0","M","New York","00:06:51","2:59:50","19","19","19",10790,"Hugo","Kauppinen"
"Vaino Moppa","0","M","New York","00:06:54","3:00:57","20","20","20",10857,"Vaino","Moppa"
"Edward Jones","0","M","New York","00:06:54","3:01:21","21","21","21",10881,"Edward","Jones"
"Menry Dupuis","0","M","New Hampshire","00:06:55","3:01:29","22","22","22",10889,"Menry","Dupuis"
"William Rozette","0","M","New York","00:06:57","3:02:34","23","23","23",10954,"William","Rozette"
"Anasta K Sturgis","0","M","Massachusetts","00:06:58","3:03:00","24","24","24",10980,"Anasta K Sturgis",""
"Clovis Bourdelais","0","M","Massachusetts","00:07:03","3:05:14","25","25","25",11114,"Clovis","Bourdelais"
"Eddie Lyons","0","M","Massachusetts","00:07:05","3:06:05","26","26","26",11165,"Eddie","Lyons"
"Arthur B Letteer","0","M","Pennsylvania","00:07:07","3:06:59","27","27","27",11219,"Arthur B Letteer",""
"J Foxcroft Carleton","0","M","Massachusetts","00:07:08","3:07:20","28","28","28",11240,"J Foxcroft Carleton",""
"Henry Kanto","0","M","New Hampshire","00:07:10","3:08:06","29","29","29",11286,"Henry","Kanto"
"E C Moran","0","M","Michigan","00:07:17","3:11:12","30","30","30",11472,"E C Moran",""
"Frank Vasilopoulos","0","M","New York","00:07:23","3:13:40","31","31","31",11620,"Frank","Vasilopoulos"
"Robert W Nickerson","0","M","New York","00:07:24","3:14:10","32","32","32",11650,"Robert W Nickerson",""
"Thomas E Quinlan","0","M","Massachusetts","00:07:27","3:15:21","33","33","33",11721,"Thomas E Quinlan",""
"Horatio A Stanton","0","M","Rhode Island","00:07:29","3:16:33","34","34","34",11793,"Horatio A Stanton",""
"John Costello","0","M","New York","00:07:31","3:17:14","35","35","35",11834,"John","Costello"
