"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Walter Young","0","M","Canada","00:05:50","2:33:20","1","1","1",9200,"Walter","Young"
"John A Kelley","0","M","Massachusetts","00:06:03","2:39:02","2","2","2",9542,"John A Kelley",""
"Leslie S Pawson","0","M","Rhode Island","00:06:10","2:41:46","3","3","3",9706,"Leslie S Pawson",""
"Fred Ward Jr","0","M","New York","00:06:12","2:42:59","4","4","4",9779,"Fred Ward Jr",""
"Duncan McCallum","0","M","Canada","00:06:13","2:43:16","5","5","5",9796,"Duncan","McCallum"
"Hugo Kauppinen","0","M","New York","00:06:20","2:46:06","6","6","6",9966,"Hugo","Kauppinen"
"Gerard A Cote","0","M","Canada","00:06:21","2:46:46","7","7","7",10006,"Gerard A Cote",""
"Joseph W Plouffe","0","M","Massachusetts","00:06:21","2:46:53","8","8","8",10013,"Joseph W Plouffe",""
"John D (Jock) Semple","0","M","Massachusetts","00:06:24","2:48:13","9","9","9",10093,"John D (Jock) Semple",""
"Leo Giard","0","M","Massachusetts","00:06:25","2:48:31","10","10","10",10111,"Leo","Giard"
"George L Durgin","0","M","Massachusetts","00:06:27","2:49:19","11","11","11",10159,"George L Durgin",""
"Lou Gregory","0","M","New York","00:06:28","2:49:49","12","12","12",10189,"Lou","Gregory"
"Augustus Johnson","0","M","New York","00:06:29","2:50:02","13","13","13",10202,"Augustus","Johnson"
"Clarence DeMar","0","M","New Hampshire","00:06:35","2:53:00","14","14","14",10380,"Clarence","DeMar"
"Cecil R Hill","0","M","Massachusetts","00:06:36","2:53:09","15","15","15",10389,"Cecil R Hill",""
"Mel Porter","0","M","New Jersey","00:06:38","2:54:00","16","16","16",10440,"Mel","Porter"
"Walter Hornby","0","M","Canada","00:06:41","2:55:35","17","17","17",10535,"Walter","Hornby"
"Andre J Brunelle","0","M","Massachusetts","00:06:41","2:55:38","18","18","18",10538,"Andre J Brunelle",""
"Gordon A Norman","0","M","Massachusetts","00:06:53","3:00:52","19","19","19",10852,"Gordon A Norman",""
"Paul Donato","0","M","Massachusetts","00:06:54","3:01:15","20","20","20",10875,"Paul","Donato"
"Dave Komonen","0","M","Canada","00:06:56","3:01:56","21","21","21",10916,"Dave","Komonen"
"Larry Cece","0","M","New Jersey","00:06:57","3:02:35","22","22","22",10955,"Larry","Cece"
"Peter J Licciordi","0","M","Massachusetts","00:06:58","3:03:00","23","23","23",10980,"Peter J Licciordi",""
"Roy E Kimball","0","M","Massachusetts","00:06:59","3:03:21","24","24","24",11001,"Roy E Kimball",""
"William Wicklund","0","M","New Jersey","00:06:59","3:03:25","25","25","25",11005,"William","Wicklund"
"Mike J Mansulla","0","M","Massachusetts","00:07:02","3:04:39","26","26","26",11079,"Mike J Mansulla",""
"William J Kennedy","0","M","New York","00:07:02","3:04:45","27","27","27",11085,"William J Kennedy",""
"Rene Tessier","0","M","Canada","00:07:04","3:05:42","28","28","28",11142,"Rene","Tessier"
"B Stewart","0","M","Canada","00:07:05","3:05:50","29","29","29",11150,"B","Stewart"
"Edward Wesolowski","0","M","New York","00:07:05","3:06:05","30","30","30",11165,"Edward","Wesolowski"
"Ellison Brown","0","M","Rhode Island","00:07:08","3:07:04","31","31","31",11224,"Ellison","Brown"
"Perley G Waters","0","M","New Hampshire","00:07:08","3:07:19","32","32","32",11239,"Perley G Waters",""
"Syd Hardacre","0","M","Canada","00:07:16","3:10:45","33","33","33",11445,"Syd","Hardacre"
"Charles F Gould","0","M","Massachusetts","00:07:20","3:12:18","34","34","34",11538,"Charles F Gould",""
"John Potter","0","M","Canada","00:07:20","3:12:28","35","35","35",11548,"John","Potter"
"Robert Tilson","0","M","Canada","00:07:20","3:12:38","36","36","36",11558,"Robert","Tilson"
"Corydon E Jordan","0","M","Maine","00:07:25","3:14:50","37","37","37",11690,"Corydon E Jordan",""
"Grant Hackley","0","M","Canada","00:07:30","3:16:54","38","38","38",11814,"Grant","Hackley"
"James Shaw","0","M","Canada","00:07:31","3:17:23","39","39","39",11843,"James","Shaw"
"Henry Gauthier","0","M","Canada","00:07:33","3:18:01","40","40","40",11881,"Henry","Gauthier"
"George Dickson","0","M","New York","00:07:34","3:18:33","41","41","41",11913,"George","Dickson"
"John Foxcroft Carleton","0","M","Massachusetts","00:07:34","3:18:47","42","42","42",11927,"John Foxcroft Carleton",""
"Leo J Hickey","0","M","Massachusetts","00:07:35","3:19:08","43","43","43",11948,"Leo J Hickey",""
"C Frederick Withington","0","M","Massachusetts","00:07:38","3:20:31","44","44","44",12031,"C Frederick Withington",""
"Frank Daniels","0","M","Massachusetts","00:07:39","3:20:41","45","45","45",12041,"Frank","Daniels"
"Frank M Lalla","0","M","New York","00:07:39","3:20:45","46","46","46",12045,"Frank M Lalla",""
"Fred A McGlone","0","M","Massachusetts","00:07:40","3:21:02","47","47","47",12062,"Fred A McGlone",""
"Daniel Hoffman","0","M","New York","00:07:42","3:22:01","48","48","48",12121,"Daniel","Hoffman"
"Bruno Mazzco","0","M","Maine","00:07:43","3:22:38","49","49","49",12158,"Bruno","Mazzco"
"Sam Ouelett","0","M","Maine","00:07:44","3:22:47","50","50","50",12167,"Sam","Ouelett"
"James Patterson","0","M","Canada","00:07:48","3:24:54","51","51","51",12294,"James","Patterson"
"Walter Liddiard","0","M","New Jersey","00:07:49","3:25:09","52","52","52",12309,"Walter","Liddiard"
"Frederick W Brown","0","M","Massachusetts","00:07:49","3:25:15","53","53","53",12315,"Frederick W Brown",""
"William Whorwood","0","M","Canada","00:07:49","3:25:18","54","54","54",12318,"William","Whorwood"
"Walter H Lillyman","0","M","Massachusetts","00:07:53","3:26:58","55","55","55",12418,"Walter H Lillyman",""
"Charles Welch","0","M","Massachusetts","00:07:59","3:29:28","56","56","56",12568,"Charles","Welch"
"Albert Barney Jr","0","M","Rhode Island","00:08:00","3:29:54","57","57","57",12594,"Albert Barney Jr",""
"George Rolland","0","M","New York","00:08:03","3:31:07","58","58","58",12667,"George","Rolland"
"Alden Warner","0","M","Massachusetts","00:08:05","3:32:18","59","59","59",12738,"Alden","Warner"
"John P Canney","0","M","Massachusetts","00:08:15","3:36:28","60","60","60",12988,"John P Canney",""
"James E Lewis","0","M","Massachusetts","00:08:16","3:36:51","61","61","61",13011,"James E Lewis",""
