"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Olavi Suomalainen","0","M","","00:05:10","2:15:39","1","1","1",8139,"Olavi","Suomalainen"
"Victor Manuel Mora","0","M","","00:05:11","2:15:57","2","2","2",8157,"Victor Manuel Mora",""
"Jacinto Sabinal","0","M","","00:05:11","2:16:10","3","3","3",8170,"Jacinto","Sabinal"
"Alfredo Penaloza","0","M","","00:05:17","2:18:46","4","4","4",8326,"Alfredo","Penaloza"
"Pablo Garrivo Lugo","0","M","","00:05:19","2:19:50","5","5","5",8390,"Pablo Garrivo Lugo",""
"Bruce Mortenson","0","M","","00:05:20","2:19:59","6","6","6",8399,"Bruce","Mortenson"
"Jeff Galloway","0","M","","00:05:20","2:20:03","7","7","7",8403,"Jeff","Galloway"
"Alvaro Mejia","0","M","","00:05:20","2:20:06","8","8","8",8406,"Alvaro","Mejia"
"Steve Dean","0","M","","00:05:21","2:20:29","9","9","9",8429,"Steve","Dean"
"Markku Salminen","0","M","","00:05:21","2:20:42","10","10","10",8442,"Markku","Salminen"
"Domingo Tibaduiza","0","M","","00:05:24","2:21:58","11","11","11",8518,"Domingo","Tibaduiza"
"Carl Hatfield","0","M","","00:05:25","2:22:07","12","12","12",8527,"Carl","Hatfield"
"Tom Hoffman","0","M","","00:05:25","2:22:19","13","13","13",8539,"Tom","Hoffman"
"John Vitale","0","M","","00:05:27","2:22:57","14","14","14",8577,"John","Vitale"
"Hernan Barreneche","0","M","","00:05:27","2:22:58","15","15","15",8578,"Hernan","Barreneche"
"Robert Thurston","0","M","","00:05:27","2:23:03","16","16","16",8583,"Robert","Thurston"
"Justin Gubbins","0","M","","00:05:28","2:23:28","17","17","17",8608,"Justin","Gubbins"
"Rick Bayko","0","M","","00:05:28","2:23:32","18","18","18",8612,"Rick","Bayko"
"Gareth Hayes","0","M","","00:05:29","2:23:51","19","19","19",8631,"Gareth","Hayes"
"Lee Fidler","0","M","","00:05:31","2:24:49","20","20","20",8689,"Lee","Fidler"
"John Mowatt","0","M","","00:05:31","2:24:53","21","21","21",8693,"John","Mowatt"
"Jack Leydig","0","M","","00:05:32","2:25:15","22","22","22",8715,"Jack","Leydig"
"Thomas Fleming","0","M","","00:05:32","2:25:26","23","23","23",8726,"Thomas","Fleming"
"Joseph P McDevitt Jr","0","M","","00:05:32","2:25:28","24","24","24",8728,"Joseph P McDevitt Jr",""
"Max White","0","M","","00:05:32","2:25:31","25","25","25",8731,"Max","White"
"Tom Derderian","0","M","","00:05:34","2:26:06","26","26","26",8766,"Tom","Derderian"
"Bruce Hannula","0","M","","00:05:34","2:26:09","27","27","27",8769,"Bruce","Hannula"
"Norm Higgins","0","M","","00:05:34","2:26:14","28","28","28",8774,"Norm","Higgins"
"Peter Stipe","0","M","","00:05:36","2:26:53","29","29","29",8813,"Peter","Stipe"
"Ron Wayne","0","M","","00:05:36","2:27:02","30","30","30",8822,"Ron","Wayne"
"Rafael Tadeo","0","M","","00:05:37","2:27:18","31","31","31",8838,"Rafael","Tadeo"
"Don Kennedy","0","M","","00:05:37","2:27:33","32","32","32",8853,"Don","Kennedy"
"Ron Wallingford","0","M","","00:05:38","2:27:53","33","33","33",8873,"Ron","Wallingford"
"Paul Pearson","0","M","","00:05:38","2:28:08","34","34","34",8888,"Paul","Pearson"
"Paul Thompson","0","M","","00:05:39","2:28:25","35","35","35",8905,"Paul","Thompson"
"Donald Brown","0","M","","00:05:39","2:28:29","36","36","36",8909,"Donald","Brown"
"Charles Coeppen","0","M","","00:05:39","2:28:34","37","37","37",8914,"Charles","Coeppen"
"Alfred Williams","0","M","","00:05:40","2:28:39","38","38","38",8919,"Alfred","Williams"
"James Green","0","M","","00:05:43","2:29:58","39","39","39",8998,"James","Green"
"Michale Sabino","0","M","","00:05:43","2:30:07","40","40","40",9007,"Michale","Sabino"
"Joseph Witkowski","0","M","","00:05:43","2:30:13","41","41","41",9013,"Joseph","Witkowski"
"Kenneth Mueller","0","M","","00:05:44","2:30:41","42","42","42",9041,"Kenneth","Mueller"
"L Seethaler","0","M","","00:05:45","2:31:03","43","43","43",9063,"L","Seethaler"
"Michael Graham","0","M","","00:05:45","2:31:08","44","44","44",9068,"Michael","Graham"
"Douglas Fish","0","M","","00:05:46","2:31:37","45","45","45",9097,"Douglas","Fish"
"Walter Renaud","0","M","","00:05:48","2:32:12","46","46","46",9132,"Walter","Renaud"
"Donald Anderson","0","M","","00:05:49","2:32:31","47","47","47",9151,"Donald","Anderson"
"Gerald Teal","0","M","","00:05:49","2:32:51","48","48","48",9171,"Gerald","Teal"
"Phil Ryan","0","M","","00:05:51","2:33:38","49","49","49",9218,"Phil","Ryan"
"Gar Williams","0","M","","00:05:51","2:33:44","50","50","50",9224,"Gar","Williams"
"Jose Guadalupe","0","M","","00:05:52","2:34:04","51","51","51",9244,"Jose","Guadalupe"
"R Nehring","0","M","","00:05:52","2:34:12","52","52","52",9252,"R","Nehring"
