"display_name","age","gender","residence","pace","official_time","overall","gender_result","division_result",seconds,"first_name","last_name"
"Edouard Fabre","0","M","","00:05:47","2:31:41","1","1","1",9101,"Edouard","Fabre"
"Clifton G Horne","0","M","","00:05:50","2:33:01","2","2","2",9181,"Clifton G Horne",""
"Sidney H Hatch","0","M","","00:05:56","2:35:47","3","3","3",9347,"Sidney H Hatch",""
"Hugh Honohan","0","M","","00:05:59","2:37:02","4","4","4",9422,"Hugh","Honohan"
"Edward L Byrne","0","M","","00:05:59","2:37:15","5","5","5",9435,"Edward L Byrne",""
"George F McInerney","0","M","","00:06:02","2:38:14","6","6","6",9494,"George F McInerney",""
"Percy Wyer","0","M","","00:06:18","2:45:16","7","7","7",9916,"Percy","Wyer"
"Fred Travalena","0","M","","00:06:22","2:46:58","8","8","8",10018,"Fred","Travalena"
"John M Mullen","0","M","","00:06:29","2:50:02","9","9","9",10202,"John M Mullen",""
"Alfred G Horne","0","M","","00:06:32","2:51:36","10","10","10",10296,"Alfred G Horne",""
"A F Merchant","0","M","","00:06:40","2:55:00","11","11","11",10500,"A F Merchant",""
"John Costello","0","M","","00:06:42","2:56:04","12","12","12",10564,"John","Costello"
"Harry A Garvin","0","M","","00:06:43","2:56:28","13","13","13",10588,"Harry A Garvin",""
"Walter J Bell","0","M","","00:06:48","2:58:30","14","14","14",10710,"Walter J Bell",""
"Bill Kennedy","0","M","","00:06:55","3:01:24","15","15","15",10884,"Bill","Kennedy"
"John Pasanen","0","M","","00:06:56","3:02:10","16","16","16",10930,"John","Pasanen"
"John J Cullen","0","M","","00:06:59","3:03:13","17","17","17",10993,"John J Cullen",""
"Henry Holden","0","M","","00:07:01","3:04:05","18","18","18",11045,"Henry","Holden"
"Michael J Palma","0","M","","00:07:04","3:05:35","19","19","19",11135,"Michael J Palma",""
"George C Harback","0","M","","00:07:12","3:08:52","20","20","20",11332,"George C Harback",""
"Robert Mohrmann","0","M","","00:07:12","3:09:05","21","21","21",11345,"Robert","Mohrmann"
"M J Lynch","0","M","","00:07:14","3:09:50","22","22","22",11390,"M J Lynch",""
"Ernest Peabody","0","M","","00:07:18","3:11:30","23","23","23",11490,"Ernest","Peabody"
"Michael Collins","0","M","","00:07:20","3:12:38","24","24","24",11558,"Michael","Collins"
"Arthur Garber","0","M","","00:07:24","3:14:20","25","25","25",11660,"Arthur","Garber"
"Gragg Richards","0","M","","00:07:30","3:16:56","26","26","26",11816,"Gragg","Richards"
"John Weiss","0","M","","00:07:34","3:18:47","27","27","27",11927,"John","Weiss"
"Edmond Martineau","0","M","","00:07:37","3:19:51","28","28","28",11991,"Edmond","Martineau"
"Cecil L V Phillips","0","M","","00:07:38","3:20:23","29","29","29",12023,"Cecil L V Phillips",""
"David L Stuart","0","M","","00:07:41","3:21:40","30","30","30",12100,"David L Stuart",""
"George De Cicco","0","M","","00:07:56","3:28:12","31","31","31",12492,"George De Cicco",""
"Joseph J McKeaney","0","M","","00:08:20","3:38:51","32","32","32",13131,"Joseph J McKeaney",""
"Martin Silver","0","M","","00:08:36","3:45:36","33","33","33",13536,"Martin","Silver"
"H J Dennihan","0","M","","00:08:37","3:45:58","34","34","34",13558,"H J Dennihan",""
